vehicle No.,Time,state
1,20,n2_1[2]
1,20,n3_1[2]
1,20,n1_1[2]
1,20,n4_1[2]
1,20,n5_1[2]
1,20,n6_1[2]
1,20,n5_1[2]_2[1]
1,20,n3_1[2]_2[1]
1,20,n4_1[2]_2[1]
1,20,n2
1,20,n3
1,20,n1_1[1]
1,20,n4_1[1]
1,20,n1
1,20,n4
1,20,n2_1[1]
1,20,n3_1[1]
1,20,n5
1,20,n5_1[1]
1,20,n6
1,20,n6_1[1]
1,20,n5_2[1]
1,20,n5_1[1]_2[1]
1,20,n6_2[1]
1,20,n6_1[1]_2[1]
1,20,n3_2[1]
1,20,n4_2[1]
1,20,n3_1[1]_2[1]
1,20,n4_1[1]_2[1]
1,21,n10_1[2]_2[2]
1,21,n10_2[2]
1,21,n10_1[1]_2[2]
1,21,n1_1[2]_2[1]
1,21,n4_1[2]_2[1]
1,21,n2_1[2]_2[1]
1,21,n3_1[2]_2[1]
1,21,n1_1[2]
1,21,n4_1[2]
1,21,n2_1[2]
1,21,n3_1[2]
1,21,n5_1[2]
1,21,n6_1[2]
1,21,n6_1[2]_2[1]
1,21,n1_2[1]
1,21,n4_2[1]
1,21,n2_2[1]
1,21,n3_2[1]
1,21,n3_1[1]_2[1]
1,21,n1_1[1]_2[1]
1,21,n4_1[1]_2[1]
1,21,n2_1[1]_2[1]
1,21,n3
1,21,n2_1[1]
1,21,n3_1[1]
1,21,n1_1[1]
1,21,n4_1[1]
1,21,n1
1,21,n4
1,21,n2
1,21,n5
1,21,n5_1[1]
1,21,n6
1,21,n6_1[1]
1,21,n6_2[1]
1,21,n6_1[1]_2[1]
1,22,n3_1[2]_2[2]
1,22,n10_1[2]_2[2]
1,22,n3_2[2]
1,22,n10_2[2]
1,22,n3_1[1]_2[2]
1,22,n10_1[1]_2[2]
1,22,n5_1[2]_2[1]
1,22,n1_1[2]
1,22,n4_1[2]
1,22,n2_1[2]
1,22,n3_1[2]
1,22,n1_1[2]_2[1]
1,22,n4_1[2]_2[1]
1,22,n2_1[2]_2[1]
1,22,n3_1[2]_2[1]
1,22,n5_1[2]
1,22,n6_1[2]
1,22,n5_2[1]
1,22,n5_1[1]_2[1]
1,22,n3_2[1]
1,22,n1_1[1]_2[1]
1,22,n4_1[1]_2[1]
1,22,n2_1[1]_2[1]
1,22,n3_1[1]_2[1]
1,22,n1
1,22,n4
1,22,n2_1[1]
1,22,n3_1[1]
1,22,n2
1,22,n3
1,22,n1_1[1]
1,22,n4_1[1]
1,22,n1_2[1]
1,22,n4_2[1]
1,22,n2_2[1]
1,22,n5_1[1]
1,22,n5
1,22,n6
1,22,n6_1[1]
1,23,n3_1[2]_2[2]
1,23,n10_1[2]_2[2]
1,23,n3_2[2]
1,23,n3_1[1]_2[2]
1,23,n2_1[2]_2[1]
1,23,n3_1[2]_2[1]
1,23,n1_1[2]_2[1]
1,23,n4_1[2]_2[1]
1,23,n6_1[2]_2[1]
1,23,n2_1[2]
1,23,n3_1[2]
1,23,n1_1[2]
1,23,n4_1[2]
1,23,n5_1[2]
1,23,n6_1[2]
1,23,n5_1[2]_2[1]
1,23,n10_2[2]
1,23,n10_1[1]_2[2]
1,23,n2_2[1]
1,23,n3_2[1]
1,23,n1_2[1]
1,23,n4_2[1]
1,23,n6_2[1]
1,23,n1_1[1]_2[1]
1,23,n3_1[1]_2[1]
1,23,n2_1[1]_2[1]
1,23,n4_1[1]_2[1]
1,23,n6_1[1]_2[1]
1,23,n3
1,23,n2_1[1]
1,23,n4_1[1]
1,23,n3_1[1]
1,23,n1_1[1]
1,23,n4
1,23,n2
1,23,n5_1[1]_2[1]
1,23,n1
1,23,n5
1,23,n5_1[1]
1,23,n5_2[1]
1,23,n6_1[1]
1,23,n6
1,24,n1_1[2]_2[2]
1,24,n4_1[2]_2[2]
1,24,n10_1[2]_2[2]
1,24,n3_1[2]_2[2]
1,24,n1_2[2]
1,24,n4_2[2]
1,24,n10_2[2]
1,24,n1_1[1]_2[2]
1,24,n4_1[1]_2[2]
1,24,n10_1[1]_2[2]
1,24,n4_1[2]_2[1]
1,24,n5_1[2]_2[1]
1,24,n3_1[2]_2[1]
1,24,n2_1[2]
1,24,n3_1[2]
1,24,n1_1[2]
1,24,n4_1[2]
1,24,n2_1[2]_2[1]
1,24,n1_1[2]_2[1]
1,24,n5_1[2]
1,24,n6_1[2]
1,24,n6_1[2]_2[1]
1,24,n3_2[2]
1,24,n3_1[1]_2[2]
1,24,n4_2[1]
1,24,n3_2[1]
1,24,n5_2[1]
1,24,n3_1[1]_2[1]
1,24,n4_1[1]_2[1]
1,24,n5_1[1]_2[1]
1,24,n1_2[1]
1,24,n2_1[1]_2[1]
1,24,n3_1[1]
1,24,n2_2[1]
1,24,n1
1,24,n4_1[1]
1,24,n1_1[1]
1,24,n4
1,24,n2_1[1]
1,24,n3
1,24,n2
1,24,n1_1[1]_2[1]
1,24,n5_1[1]
1,24,n5
1,24,n6_1[1]_2[1]
1,24,n6
1,24,n6_1[1]
1,24,n6_2[1]
1,25,n5_1[2]_2[2]
1,25,n1_1[2]_2[2]
1,25,n4_1[2]_2[2]
1,25,n3_1[2]_2[2]
1,25,n5_2[2]
1,25,n1_2[2]
1,25,n4_2[2]
1,25,n3_2[2]
1,25,n5_1[1]_2[2]
1,25,n1_1[1]_2[2]
1,25,n4_1[1]_2[2]
1,25,n3_1[1]_2[2]
1,25,n1_1[2]_2[1]
1,25,n4_1[2]_2[1]
1,25,n2_1[2]_2[1]
1,25,n3_1[2]_2[1]
1,25,n6_1[2]_2[1]
1,25,n1_1[2]
1,25,n4_1[2]
1,25,n2_1[2]
1,25,n3_1[2]
1,25,n5_1[2]
1,25,n5_1[2]_2[1]
1,25,n6_1[2]
1,25,n1_2[1]
1,25,n4_2[1]
1,25,n2_2[1]
1,25,n3_2[1]
1,25,n6_2[1]
1,25,n3_1[1]_2[1]
1,25,n1_1[1]_2[1]
1,25,n4_1[1]_2[1]
1,25,n2_1[1]_2[1]
1,25,n6_1[1]_2[1]
1,25,n2_1[1]
1,25,n3_1[1]
1,25,n2
1,25,n3
1,25,n1_1[1]
1,25,n4
1,25,n1
1,25,n4_1[1]
1,25,n5_2[1]
1,25,n5_1[1]_2[1]
1,25,n5
1,25,n5_1[1]
1,25,n6_1[1]
1,25,n6
1,26,n2_1[2]_2[2]
1,26,n3_1[2]_2[2]
1,26,n6_1[2]_2[2]
1,26,n5_1[2]_2[2]
1,26,n1_1[2]_2[2]
1,26,n4_1[2]_2[2]
1,26,n2_2[2]
1,26,n3_2[2]
1,26,n6_2[2]
1,26,n5_2[2]
1,26,n2_1[1]_2[2]
1,26,n3_1[1]_2[2]
1,26,n6_1[1]_2[2]
1,26,n5_1[1]_2[2]
1,26,n2_1[2]_2[1]
1,26,n3_1[2]_2[1]
1,26,n1_1[2]_2[1]
1,26,n4_1[2]_2[1]
1,26,n5_1[2]_2[1]
1,26,n1_1[2]
1,26,n4_1[2]
1,26,n2_1[2]
1,26,n3_1[2]
1,26,n5_1[2]
1,26,n6_1[2]
1,26,n6_1[2]_2[1]
1,26,n1_1[1]_2[2]
1,26,n4_1[1]_2[2]
1,26,n1_2[2]
1,26,n4_2[2]
1,26,n1_2[1]
1,26,n4_2[1]
1,26,n2_2[1]
1,26,n3_2[1]
1,26,n5_2[1]
1,26,n3_1[1]_2[1]
1,26,n1_1[1]_2[1]
1,26,n4_1[1]_2[1]
1,26,n2_1[1]_2[1]
1,26,n5_1[1]_2[1]
1,26,n2_1[1]
1,26,n3_1[1]
1,26,n1
1,26,n4
1,26,n1_1[1]
1,26,n4_1[1]
1,26,n2
1,26,n3
1,26,n5_1[1]
1,26,n5
1,26,n6_2[1]
1,26,n6_1[1]_2[1]
1,26,n6
1,26,n6_1[1]
1,27,n3_1[2]_2[2]
1,27,n4_1[2]_2[2]
1,27,n5_1[2]_2[2]
1,27,n2_1[2]_2[2]
1,27,n1_1[2]_2[2]
1,27,n6_1[2]_2[2]
1,27,n3_2[2]
1,27,n4_2[2]
1,27,n5_2[2]
1,27,n2_2[2]
1,27,n1_2[2]
1,27,n6_2[2]
1,27,n3_1[1]_2[2]
1,27,n4_1[1]_2[2]
1,27,n5_1[1]_2[2]
1,27,n2_1[1]_2[2]
1,27,n1_1[1]_2[2]
1,27,n6_1[1]_2[2]
1,27,n2_1[2]_2[1]
1,27,n3_1[2]_2[1]
1,27,n1_1[2]_2[1]
1,27,n4_1[2]_2[1]
1,27,n5_1[2]_2[1]
1,27,n6_1[2]_2[1]
1,27,n2_1[2]
1,27,n3_1[2]
1,27,n1_1[2]
1,27,n4_1[2]
1,27,n5_1[2]
1,27,n6_1[2]
1,27,n1_2[1]
1,27,n4_2[1]
1,27,n6_2[1]
1,27,n2_2[1]
1,27,n3_2[1]
1,27,n5_2[1]
1,27,n2_1[1]_2[1]
1,27,n4_1[1]_2[1]
1,27,n1_1[1]_2[1]
1,27,n3_1[1]_2[1]
1,27,n5_1[1]_2[1]
1,27,n6_1[1]_2[1]
1,27,n1_1[1]
1,27,n4_1[1]
1,27,n1
1,27,n4
1,27,n2_1[1]
1,27,n3_1[1]
1,27,n2
1,27,n3
1,27,n5_1[1]
1,27,n5
1,27,n6_1[1]
1,27,n6
1,28,n1_1[2]_2[2]
1,28,n4_1[2]_2[2]
1,28,n6_1[2]_2[2]
1,28,n3_1[2]_2[2]
1,28,n5_1[2]_2[2]
1,28,n2_1[2]_2[2]
1,28,n1_2[2]
1,28,n4_2[2]
1,28,n6_2[2]
1,28,n3_2[2]
1,28,n5_2[2]
1,28,n1_1[1]_2[2]
1,28,n4_1[1]_2[2]
1,28,n6_1[1]_2[2]
1,28,n3_1[1]_2[2]
1,28,n5_1[1]_2[2]
1,28,n1_1[2]_2[1]
1,28,n4_1[2]_2[1]
1,28,n2_1[2]_2[1]
1,28,n3_1[2]_2[1]
1,28,n5_1[2]_2[1]
1,28,n6_1[2]_2[1]
1,28,n2_1[2]
1,28,n3_1[2]
1,28,n1_1[2]
1,28,n4_1[2]
1,28,n5_1[2]
1,28,n6_1[2]
1,28,n2_1[1]_2[2]
1,28,n2_2[2]
1,28,n1_2[1]
1,28,n4_2[1]
1,28,n6_2[1]
1,28,n2_2[1]
1,28,n3_2[1]
1,28,n5_2[1]
1,28,n2_1[1]_2[1]
1,28,n4_1[1]_2[1]
1,28,n1_1[1]_2[1]
1,28,n3_1[1]_2[1]
1,28,n5_1[1]_2[1]
1,28,n6_1[1]_2[1]
1,28,n1_1[1]
1,28,n4_1[1]
1,28,n2
1,28,n3
1,28,n2_1[1]
1,28,n3_1[1]
1,28,n1
1,28,n4
1,28,n5_1[1]
1,28,n5
1,28,n6_1[1]
1,28,n6
1,29,n1_1[2]_2[2]
1,29,n4_1[2]_2[2]
1,29,n2_1[2]_2[2]
1,29,n3_1[2]_2[2]
1,29,n5_1[2]_2[2]
1,29,n6_1[2]_2[2]
1,29,n1_2[2]
1,29,n4_2[2]
1,29,n2_2[2]
1,29,n3_2[2]
1,29,n5_2[2]
1,29,n6_2[2]
1,29,n1_1[1]_2[2]
1,29,n4_1[1]_2[2]
1,29,n2_1[1]_2[2]
1,29,n3_1[1]_2[2]
1,29,n5_1[1]_2[2]
1,29,n6_1[1]_2[2]
1,29,n1_1[2]_2[1]
1,29,n4_1[2]_2[1]
1,29,n2_1[2]_2[1]
1,29,n3_1[2]_2[1]
1,29,n5_1[2]_2[1]
1,29,n6_1[2]_2[1]
1,29,n1_1[2]
1,29,n4_1[2]
1,29,n2_1[2]
1,29,n3_1[2]
1,29,n5_1[2]
1,29,n6_1[2]
1,29,n1_2[1]
1,29,n4_2[1]
1,29,n6_2[1]
1,29,n2_2[1]
1,29,n3_2[1]
1,29,n5_2[1]
1,29,n2_1[1]_2[1]
1,29,n4_1[1]_2[1]
1,29,n1_1[1]_2[1]
1,29,n3_1[1]_2[1]
1,29,n5_1[1]_2[1]
1,29,n6_1[1]_2[1]
1,29,n2_1[1]
1,29,n3_1[1]
1,29,n2
1,29,n3
1,29,n1_1[1]
1,29,n4_1[1]
1,29,n1
1,29,n4
1,29,n5_1[1]
1,29,n5
1,29,n6_1[1]
1,29,n6
1,30,n2_1[2]_2[2]
1,30,n3_1[2]_2[2]
1,30,n5_1[2]_2[2]
1,30,n6_1[2]_2[2]
1,30,n1_1[2]_2[2]
1,30,n4_1[2]_2[2]
1,30,n2_2[2]
1,30,n3_2[2]
1,30,n5_2[2]
1,30,n6_2[2]
1,30,n1_2[2]
1,30,n4_2[2]
1,30,n2_1[1]_2[2]
1,30,n3_1[1]_2[2]
1,30,n5_1[1]_2[2]
1,30,n6_1[1]_2[2]
1,30,n1_1[1]_2[2]
1,30,n4_1[1]_2[2]
1,30,n2_1[2]_2[1]
1,30,n3_1[2]_2[1]
1,30,n1_1[2]_2[1]
1,30,n4_1[2]_2[1]
1,30,n5_1[2]_2[1]
1,30,n6_1[2]_2[1]
1,30,n1_1[2]
1,30,n4_1[2]
1,30,n2_1[2]
1,30,n3_1[2]
1,30,n5_1[2]
1,30,n6_1[2]
1,30,n1_2[1]
1,30,n4_2[1]
1,30,n6_2[1]
1,30,n2_2[1]
1,30,n3_2[1]
1,30,n5_2[1]
1,30,n2_1[1]_2[1]
1,30,n4_1[1]_2[1]
1,30,n1_1[1]_2[1]
1,30,n3_1[1]_2[1]
1,30,n5_1[1]_2[1]
1,30,n6_1[1]_2[1]
1,30,n2_1[1]
1,30,n3_1[1]
1,30,n1
1,30,n4
1,30,n1_1[1]
1,30,n4_1[1]
1,30,n2
1,30,n3
1,30,n5_1[1]
1,30,n5
1,30,n6_1[1]
1,30,n6
1,31,n2_1[2]_2[2]
1,31,n3_1[2]_2[2]
1,31,n1_1[2]_2[2]
1,31,n4_1[2]_2[2]
1,31,n5_1[2]_2[2]
1,31,n6_1[2]_2[2]
1,31,n2_2[2]
1,31,n3_2[2]
1,31,n1_2[2]
1,31,n4_2[2]
1,31,n5_2[2]
1,31,n6_2[2]
1,31,n2_1[1]_2[2]
1,31,n3_1[1]_2[2]
1,31,n1_1[1]_2[2]
1,31,n4_1[1]_2[2]
1,31,n5_1[1]_2[2]
1,31,n6_1[1]_2[2]
1,31,n2_1[2]_2[1]
1,31,n3_1[2]_2[1]
1,31,n1_1[2]_2[1]
1,31,n4_1[2]_2[1]
1,31,n5_1[2]_2[1]
1,31,n6_1[2]_2[1]
1,31,n2_1[2]
1,31,n3_1[2]
1,31,n1_1[2]
1,31,n4_1[2]
1,31,n5_1[2]
1,31,n6_1[2]
1,31,n1_2[1]
1,31,n4_2[1]
1,31,n6_2[1]
1,31,n2_2[1]
1,31,n3_2[1]
1,31,n5_2[1]
1,31,n2_1[1]_2[1]
1,31,n4_1[1]_2[1]
1,31,n1_1[1]_2[1]
1,31,n3_1[1]_2[1]
1,31,n5_1[1]_2[1]
1,31,n6_1[1]_2[1]
1,31,n1_1[1]
1,31,n4_1[1]
1,31,n1
1,31,n4
1,31,n2_1[1]
1,31,n3_1[1]
1,31,n2
1,31,n3
1,31,n5_1[1]
1,31,n5
1,31,n6_1[1]
1,31,n6
1,32,n1_1[2]_2[2]
1,32,n4_1[2]_2[2]
1,32,n3_1[2]_2[2]
1,32,n5_1[2]_2[2]
1,32,n6_1[2]_2[2]
1,32,n2_1[2]_2[2]
1,32,n1_2[2]
1,32,n4_2[2]
1,32,n3_2[2]
1,32,n5_2[2]
1,32,n6_2[2]
1,32,n2_2[2]
1,32,n1_1[1]_2[2]
1,32,n4_1[1]_2[2]
1,32,n3_1[1]_2[2]
1,32,n5_1[1]_2[2]
1,32,n6_1[1]_2[2]
1,32,n2_1[1]_2[2]
1,32,n1_1[2]_2[1]
1,32,n4_1[2]_2[1]
1,32,n2_1[2]_2[1]
1,32,n3_1[2]_2[1]
1,32,n5_1[2]_2[1]
1,32,n6_1[2]_2[1]
1,32,n2_1[2]
1,32,n3_1[2]
1,32,n1_1[2]
1,32,n4_1[2]
1,32,n5_1[2]
1,32,n6_1[2]
1,32,n1_2[1]
1,32,n4_2[1]
1,32,n6_2[1]
1,32,n2_2[1]
1,32,n3_2[1]
1,32,n5_2[1]
1,32,n2_1[1]_2[1]
1,32,n4_1[1]_2[1]
1,32,n1_1[1]_2[1]
1,32,n3_1[1]_2[1]
1,32,n5_1[1]_2[1]
1,32,n6_1[1]_2[1]
1,32,n1_1[1]
1,32,n4_1[1]
1,32,n2
1,32,n3
1,32,n2_1[1]
1,32,n3_1[1]
1,32,n1
1,32,n4
1,32,n5_1[1]
1,32,n5
1,32,n6_1[1]
1,32,n6
1,33,n1_1[2]_2[2]
1,33,n4_1[2]_2[2]
1,33,n2_1[2]_2[2]
1,33,n3_1[2]_2[2]
1,33,n5_1[2]_2[2]
1,33,n6_1[2]_2[2]
1,33,n1_2[2]
1,33,n4_2[2]
1,33,n2_2[2]
1,33,n3_2[2]
1,33,n5_2[2]
1,33,n6_2[2]
1,33,n1_1[1]_2[2]
1,33,n4_1[1]_2[2]
1,33,n2_1[1]_2[2]
1,33,n3_1[1]_2[2]
1,33,n5_1[1]_2[2]
1,33,n6_1[1]_2[2]
1,33,n1_1[2]_2[1]
1,33,n4_1[2]_2[1]
1,33,n2_1[2]_2[1]
1,33,n3_1[2]_2[1]
1,33,n5_1[2]_2[1]
1,33,n6_1[2]_2[1]
1,33,n1_1[2]
1,33,n4_1[2]
1,33,n2_1[2]
1,33,n3_1[2]
1,33,n5_1[2]
1,33,n6_1[2]
1,33,n1_2[1]
1,33,n4_2[1]
1,33,n6_2[1]
1,33,n2_2[1]
1,33,n3_2[1]
1,33,n5_2[1]
1,33,n2_1[1]_2[1]
1,33,n4_1[1]_2[1]
1,33,n1_1[1]_2[1]
1,33,n3_1[1]_2[1]
1,33,n5_1[1]_2[1]
1,33,n6_1[1]_2[1]
1,33,n2_1[1]
1,33,n3_1[1]
1,33,n2
1,33,n3
1,33,n1_1[1]
1,33,n4_1[1]
1,33,n1
1,33,n4
1,33,n5_1[1]
1,33,n5
1,33,n6_1[1]
1,33,n6
1,34,n2_1[2]_2[2]
1,34,n3_1[2]_2[2]
1,34,n1_1[2]_2[2]
1,34,n4_1[2]_2[2]
1,34,n5_1[2]_2[2]
1,34,n6_1[2]_2[2]
1,34,n2_2[2]
1,34,n3_2[2]
1,34,n1_2[2]
1,34,n4_2[2]
1,34,n5_2[2]
1,34,n6_2[2]
1,34,n2_1[1]_2[2]
1,34,n3_1[1]_2[2]
1,34,n1_1[1]_2[2]
1,34,n4_1[1]_2[2]
1,34,n5_1[1]_2[2]
1,34,n6_1[1]_2[2]
1,34,n2_1[2]_2[1]
1,34,n3_1[2]_2[1]
1,34,n1_1[2]_2[1]
1,34,n4_1[2]_2[1]
1,34,n5_1[2]_2[1]
1,34,n6_1[2]_2[1]
1,34,n1_1[2]
1,34,n4_1[2]
1,34,n2_1[2]
1,34,n3_1[2]
1,34,n5_1[2]
1,34,n6_1[2]
1,34,n1_2[1]
1,34,n4_2[1]
1,34,n6_2[1]
1,34,n2_2[1]
1,34,n3_2[1]
1,34,n5_2[1]
1,34,n2_1[1]_2[1]
1,34,n4_1[1]_2[1]
1,34,n1_1[1]_2[1]
1,34,n3_1[1]_2[1]
1,34,n5_1[1]_2[1]
1,34,n6_1[1]_2[1]
1,34,n2_1[1]
1,34,n3_1[1]
1,34,n1
1,34,n4
1,34,n1_1[1]
1,34,n4_1[1]
1,34,n2
1,34,n3
1,34,n5_1[1]
1,34,n5
1,34,n6_1[1]
1,34,n6
1,35,n2_1[2]_2[2]
1,35,n3_1[2]_2[2]
1,35,n1_1[2]_2[2]
1,35,n4_1[2]_2[2]
1,35,n5_1[2]_2[2]
1,35,n6_1[2]_2[2]
1,35,n2_2[2]
1,35,n3_2[2]
1,35,n1_2[2]
1,35,n4_2[2]
1,35,n5_2[2]
1,35,n6_2[2]
1,35,n2_1[1]_2[2]
1,35,n3_1[1]_2[2]
1,35,n1_1[1]_2[2]
1,35,n4_1[1]_2[2]
1,35,n5_1[1]_2[2]
1,35,n6_1[1]_2[2]
1,35,n2_1[2]_2[1]
1,35,n3_1[2]_2[1]
1,35,n1_1[2]_2[1]
1,35,n4_1[2]_2[1]
1,35,n5_1[2]_2[1]
1,35,n6_1[2]_2[1]
1,35,n2_1[2]
1,35,n3_1[2]
1,35,n1_1[2]
1,35,n4_1[2]
1,35,n5_1[2]
1,35,n6_1[2]
1,35,n1_2[1]
1,35,n4_2[1]
1,35,n6_2[1]
1,35,n2_2[1]
1,35,n3_2[1]
1,35,n5_2[1]
1,35,n2_1[1]_2[1]
1,35,n4_1[1]_2[1]
1,35,n1_1[1]_2[1]
1,35,n3_1[1]_2[1]
1,35,n5_1[1]_2[1]
1,35,n6_1[1]_2[1]
1,35,n1_1[1]
1,35,n4_1[1]
1,35,n1
1,35,n4
1,35,n2_1[1]
1,35,n3_1[1]
1,35,n2
1,35,n3
1,35,n5_1[1]
1,35,n5
1,35,n6_1[1]
1,35,n6
1,36,n1_1[2]_2[2]
1,36,n4_1[2]_2[2]
1,36,n2_1[2]_2[2]
1,36,n3_1[2]_2[2]
1,36,n5_1[2]_2[2]
1,36,n6_1[2]_2[2]
1,36,n1_2[2]
1,36,n4_2[2]
1,36,n2_2[2]
1,36,n3_2[2]
1,36,n5_2[2]
1,36,n6_2[2]
1,36,n1_1[1]_2[2]
1,36,n4_1[1]_2[2]
1,36,n2_1[1]_2[2]
1,36,n3_1[1]_2[2]
1,36,n5_1[1]_2[2]
1,36,n6_1[1]_2[2]
1,36,n1_1[2]_2[1]
1,36,n4_1[2]_2[1]
1,36,n2_1[2]_2[1]
1,36,n3_1[2]_2[1]
1,36,n5_1[2]_2[1]
1,36,n6_1[2]_2[1]
1,36,n2_1[2]
1,36,n3_1[2]
1,36,n1_1[2]
1,36,n4_1[2]
1,36,n5_1[2]
1,36,n6_1[2]
1,36,n1_2[1]
1,36,n4_2[1]
1,36,n6_2[1]
1,36,n2_2[1]
1,36,n3_2[1]
1,36,n5_2[1]
1,36,n2_1[1]_2[1]
1,36,n4_1[1]_2[1]
1,36,n1_1[1]_2[1]
1,36,n3_1[1]_2[1]
1,36,n5_1[1]_2[1]
1,36,n6_1[1]_2[1]
1,36,n1_1[1]
1,36,n4_1[1]
1,36,n2
1,36,n3
1,36,n2_1[1]
1,36,n3_1[1]
1,36,n1
1,36,n4
1,36,n5_1[1]
1,36,n5
1,36,n6_1[1]
1,36,n6
1,37,n1_1[2]_2[2]
1,37,n4_1[2]_2[2]
1,37,n2_1[2]_2[2]
1,37,n3_1[2]_2[2]
1,37,n5_1[2]_2[2]
1,37,n6_1[2]_2[2]
1,37,n1_2[2]
1,37,n4_2[2]
1,37,n2_2[2]
1,37,n3_2[2]
1,37,n5_2[2]
1,37,n6_2[2]
1,37,n1_1[1]_2[2]
1,37,n4_1[1]_2[2]
1,37,n2_1[1]_2[2]
1,37,n3_1[1]_2[2]
1,37,n5_1[1]_2[2]
1,37,n6_1[1]_2[2]
1,37,n1_1[2]_2[1]
1,37,n4_1[2]_2[1]
1,37,n2_1[2]_2[1]
1,37,n3_1[2]_2[1]
1,37,n5_1[2]_2[1]
1,37,n6_1[2]_2[1]
1,37,n1_1[2]
1,37,n4_1[2]
1,37,n2_1[2]
1,37,n3_1[2]
1,37,n5_1[2]
1,37,n6_1[2]
1,37,n1_2[1]
1,37,n4_2[1]
1,37,n6_2[1]
1,37,n2_2[1]
1,37,n3_2[1]
